transaction_id,account_number,amount,transaction_type,description,occurred_at,counterparty_account_number
1136,941566778003,13000,WITHDRAWAL,"생활비 출금","2025-01-06T13:43:07.160Z",
1137,110456789001,3455413,DEPOSIT,"배당금 입금","2025-01-06T13:44:24.160Z",
1138,210123987002,193287,DEPOSIT,"자금 이체","2025-01-06T13:58:21.160Z",
1139,210123987002,182917,WITHDRAWAL,"경조사비","2025-01-07T03:30:04.160Z",
1140,941566778003,6500,PAYMENT,"식비 결제","2025-01-07T04:59:59.160Z",
1141,880334455004,3648106,DEPOSIT,"월급 입금","2025-01-07T05:38:02.160Z",
1142,941566778003,6500,PAYMENT,"온라인 쇼핑","2025-01-07T05:38:24.160Z",
1143,110456789001,1191751,TRANSFER,"대출이자 납부","2025-01-07T05:38:57.160Z",550987654321
1144,941566778003,6500,PAYMENT,"통신요금 납부","2025-01-07T05:58:04.160Z",
1145,210123987002,1148275,TRANSFER,"대출이자 납부","2025-01-07T06:02:48.160Z",770123456789
1146,110456789001,254318,PAYMENT,"카드대금 결제","2025-01-07T06:55:38.160Z",
1147,880334455004,2274238,DEPOSIT,"보너스 입금","2025-01-07T08:07:56.160Z",
1148,210123987002,1300581,DEPOSIT,"자금 이체","2025-01-07T08:24:13.160Z",
1149,880334455004,2354117,DEPOSIT,"배당금 입금","2025-01-07T08:43:21.160Z",
1150,210123987002,30845,WITHDRAWAL,"ATM 출금","2025-01-07T09:36:08.160Z",
1151,880334455004,744554,DEPOSIT,"배당금 입금","2025-01-07T10:06:12.160Z",
1152,880334455004,141950,DEPOSIT,"자금 이체","2025-01-07T10:20:19.160Z",
1153,880334455004,933224,DEPOSIT,"배당금 입금","2025-01-07T10:22:27.160Z",
1154,110456789001,1250060,TRANSFER,"친구에게 송금","2025-01-07T11:27:34.160Z",550987654321
1155,110456789001,369362,PAYMENT,"교통비 결제","2025-01-07T11:32:43.160Z",
1156,110456789001,2420574,DEPOSIT,"월급 입금","2025-01-07T11:39:03.160Z",
1157,210123987002,84811,DEPOSIT,"자금 이체","2025-01-07T11:51:44.160Z",
1158,110456789001,1071298,TRANSFER,"월세 이체","2025-01-07T12:10:58.160Z",660555444333
1159,880334455004,705038,DEPOSIT,"배당금 입금","2025-01-07T12:16:45.160Z",
1160,210123987002,593946,WITHDRAWAL,"경조사비","2025-01-07T12:53:41.160Z",
1161,110456789001,349481,WITHDRAWAL,"경조사비","2025-01-07T13:16:03.160Z",
1162,210123987002,326858,TRANSFER,"가족 송금","2025-01-07T13:32:10.160Z",660555444333
1163,110456789001,356593,WITHDRAWAL,"생활비 출금","2025-01-08T00:51:42.160Z",
1164,110456789001,1314330,TRANSFER,"가족 송금","2025-01-08T02:14:08.160Z",330111222333
1165,880334455004,3391904,DEPOSIT,"배당금 입금","2025-01-08T03:38:24.160Z",
1166,210123987002,453126,WITHDRAWAL,"생활비 출금","2025-01-08T04:03:42.160Z",
1167,941566778003,14300,WITHDRAWAL,"경조사비","2025-01-08T04:04:09.160Z",
1168,210123987002,520698,WITHDRAWAL,"생활비 출금","2025-01-08T04:41:17.160Z",
1169,941566778003,14300,WITHDRAWAL,"경조사비","2025-01-08T05:05:38.160Z",
1170,941566778003,7150,PAYMENT,"보험료 납부","2025-01-08T05:21:04.160Z",
1171,941566778003,7150,PAYMENT,"보험료 납부","2025-01-08T05:58:56.160Z",
1172,110456789001,1144847,TRANSFER,"친구에게 송금","2025-01-08T06:07:11.160Z",550987654321
1173,880334455004,3242613,DEPOSIT,"부업 수입","2025-01-08T06:25:55.160Z",
1174,880334455004,1594967,DEPOSIT,"배당금 입금","2025-01-08T06:59:44.160Z",
1175,110456789001,96534,PAYMENT,"온라인 쇼핑","2025-01-08T07:04:40.160Z",
1176,110456789001,1545733,DEPOSIT,"부업 수입","2025-01-08T07:23:47.160Z",
1177,110456789001,564638,WITHDRAWAL,"생활비 출금","2025-01-08T07:27:17.160Z",
1178,110456789001,237939,TRANSFER,"대출이자 납부","2025-01-08T09:59:37.160Z",660555444333
1179,941566778003,7150,PAYMENT,"통신요금 납부","2025-01-08T10:49:16.160Z",
1180,210123987002,2824606,DEPOSIT,"자금 이체","2025-01-08T11:12:39.160Z",
1181,210123987002,989926,TRANSFER,"친구에게 송금","2025-01-08T12:05:54.160Z",330111222333
1182,110456789001,3344011,DEPOSIT,"배당금 입금","2025-01-08T12:14:45.160Z",
1183,880334455004,3862633,DEPOSIT,"월급 입금","2025-01-08T13:06:08.160Z",
1184,210123987002,601442,WITHDRAWAL,"교육비 출금","2025-01-08T13:50:24.160Z",
1185,941566778003,15600,WITHDRAWAL,"의료비 출금","2025-01-09T00:57:55.160Z",
1186,880334455004,4098122,DEPOSIT,"보너스 입금","2025-01-09T01:28:39.160Z",
1187,880334455004,3074098,DEPOSIT,"배당금 입금","2025-01-09T02:15:56.160Z",
1188,210123987002,378468,WITHDRAWAL,"교육비 출금","2025-01-09T03:32:28.160Z",
1189,941566778003,15600,WITHDRAWAL,"ATM 출금","2025-01-09T05:47:05.160Z",
1190,210123987002,596863,TRANSFER,"가족 송금","2025-01-09T06:47:30.160Z",770123456789
1191,210123987002,187401,TRANSFER,"적금 이체","2025-01-09T07:08:03.160Z",330111222333
1192,210123987002,3375806,DEPOSIT,"배당금 입금","2025-01-09T07:14:26.160Z",
1193,880334455004,2201530,DEPOSIT,"배당금 입금","2025-01-09T08:13:14.160Z",
1194,110456789001,573039,WITHDRAWAL,"ATM 출금","2025-01-09T08:15:01.160Z",
1195,880334455004,3158476,DEPOSIT,"부업 수입","2025-01-09T10:32:45.160Z",
1196,880334455004,1951512,DEPOSIT,"보너스 입금","2025-01-09T10:35:19.160Z",
1197,110456789001,1556417,TRANSFER,"친구에게 송금","2025-01-09T10:44:39.160Z",550987654321
1198,880334455004,4103159,DEPOSIT,"월급 입금","2025-01-09T10:55:47.160Z",
1199,110456789001,144487,TRANSFER,"적금 이체","2025-01-09T13:10:04.160Z",330111222333
1200,210123987002,3856711,DEPOSIT,"배당금 입금","2025-01-10T00:52:05.160Z",
1201,210123987002,308094,WITHDRAWAL,"교육비 출금","2025-01-10T01:00:39.160Z",
1202,210123987002,3986602,DEPOSIT,"보너스 입금","2025-01-10T01:02:21.160Z",
1203,941566778003,8450,PAYMENT,"교통비 결제","2025-01-10T01:43:23.160Z",
1204,941566778003,16900,WITHDRAWAL,"의료비 출금","2025-01-10T01:47:30.160Z",
1205,210123987002,251538,TRANSFER,"월세 이체","2025-01-10T02:58:33.160Z",550987654321
1206,941566778003,8450,PAYMENT,"카드대금 결제","2025-01-10T03:49:06.160Z",
1207,880334455004,3952117,DEPOSIT,"월급 입금","2025-01-10T04:32:54.160Z",
1208,110456789001,98481,PAYMENT,"교통비 결제","2025-01-10T08:19:23.160Z",
1209,110456789001,1210226,DEPOSIT,"자금 이체","2025-01-10T10:28:04.160Z",
1210,941566778003,8450,PAYMENT,"통신요금 납부","2025-01-10T11:07:19.160Z",
1211,110456789001,726819,TRANSFER,"대출이자 납부","2025-01-10T12:08:17.160Z",550987654321
1212,210123987002,1295262,DEPOSIT,"자금 이체","2025-01-10T12:24:38.160Z",
1213,110456789001,2792874,DEPOSIT,"월급 입금","2025-01-10T13:40:52.160Z",
1214,110456789001,48616,WITHDRAWAL,"의료비 출금","2025-01-11T01:08:18.160Z",
1215,110456789001,4073665,DEPOSIT,"보너스 입금","2025-01-11T02:11:54.160Z",
1216,210123987002,117493,TRANSFER,"적금 이체","2025-01-11T02:36:38.160Z",330111222333
1217,110456789001,518318,TRANSFER,"월세 이체","2025-01-11T02:45:54.160Z",550987654321
1218,941566778003,14300,WITHDRAWAL,"생활비 출금","2025-01-11T02:54:45.160Z",
1219,941566778003,14300,WITHDRAWAL,"교육비 출금","2025-01-11T04:31:28.160Z",
1220,880334455004,3410721,DEPOSIT,"보너스 입금","2025-01-11T04:48:22.160Z",
1221,880334455004,236766,DEPOSIT,"배당금 입금","2025-01-11T05:23:49.160Z",
1222,880334455004,2107241,DEPOSIT,"월급 입금","2025-01-11T06:37:01.160Z",
1223,210123987002,76198,TRANSFER,"적금 이체","2025-01-11T07:05:16.160Z",770123456789
1224,210123987002,736573,TRANSFER,"가족 송금","2025-01-11T07:20:04.160Z",330111222333
1225,941566778003,14300,WITHDRAWAL,"의료비 출금","2025-01-11T07:52:35.160Z",
1226,110456789001,3413247,DEPOSIT,"부업 수입","2025-01-11T10:13:08.160Z",
1227,210123987002,758455,TRANSFER,"대출이자 납부","2025-01-11T11:42:54.160Z",660555444333
1228,941566778003,14300,WITHDRAWAL,"의료비 출금","2025-01-11T12:49:13.160Z",
1229,110456789001,56786,PAYMENT,"교통비 결제","2025-01-11T13:11:47.160Z",
1230,210123987002,686433,TRANSFER,"대출이자 납부","2025-01-11T13:16:22.160Z",660555444333
1231,880334455004,3843993,DEPOSIT,"자금 이체","2025-01-11T13:43:43.160Z",
1232,880334455004,1440614,DEPOSIT,"보너스 입금","2025-01-11T13:55:01.160Z",
1233,880334455004,200628,DEPOSIT,"부업 수입","2025-01-12T00:33:31.160Z",
1234,110456789001,176034,PAYMENT,"보험료 납부","2025-01-12T00:59:20.160Z",
1235,880334455004,2445216,DEPOSIT,"자금 이체","2025-01-12T01:03:51.160Z",
1236,210123987002,2046129,DEPOSIT,"보너스 입금","2025-01-12T01:31:30.160Z",
1237,941566778003,3185,PAYMENT,"식비 결제","2025-01-12T01:54:59.160Z",
1238,880334455004,2560541,DEPOSIT,"자금 이체","2025-01-12T02:06:10.160Z",
1239,880334455004,680811,DEPOSIT,"부업 수입","2025-01-12T02:50:31.160Z",
1240,880334455004,1108974,DEPOSIT,"배당금 입금","2025-01-12T04:44:21.160Z",
1241,880334455004,1460883,DEPOSIT,"자금 이체","2025-01-12T06:53:31.160Z",
1242,880334455004,2224978,DEPOSIT,"보너스 입금","2025-01-12T07:15:39.160Z",
1243,880334455004,530291,DEPOSIT,"자금 이체","2025-01-12T07:25:49.160Z",
1244,941566778003,9100,WITHDRAWAL,"의료비 출금","2025-01-12T07:59:48.160Z",
1245,210123987002,447898,DEPOSIT,"월급 입금","2025-01-12T09:37:25.160Z",
1246,110456789001,255848,WITHDRAWAL,"경조사비","2025-01-12T11:15:41.160Z",
1247,941566778003,9100,WITHDRAWAL,"의료비 출금","2025-01-12T11:35:49.160Z",
1248,880334455004,2172531,DEPOSIT,"월급 입금","2025-01-12T11:54:16.160Z",
1249,880334455004,1829137,DEPOSIT,"월급 입금","2025-01-12T12:02:01.160Z",
1250,941566778003,9100,WITHDRAWAL,"경조사비","2025-01-12T12:55:59.160Z",
1251,941566778003,13000,WITHDRAWAL,"생활비 출금","2025-01-13T00:56:03.160Z",
1252,880334455004,3732577,DEPOSIT,"보너스 입금","2025-01-13T01:31:38.160Z",
1253,110456789001,451242,WITHDRAWAL,"교육비 출금","2025-01-13T03:34:40.160Z",
1254,210123987002,538553,WITHDRAWAL,"생활비 출금","2025-01-13T05:04:55.160Z",
1255,110456789001,617706,TRANSFER,"적금 이체","2025-01-13T05:23:45.160Z",550987654321
1256,110456789001,352022,WITHDRAWAL,"경조사비","2025-01-13T06:34:12.160Z",
1257,210123987002,573346,TRANSFER,"대출이자 납부","2025-01-13T07:19:58.160Z",660555444333
1258,110456789001,133102,PAYMENT,"공과금 납부","2025-01-13T07:25:08.160Z",
1259,941566778003,6500,PAYMENT,"공과금 납부","2025-01-13T07:48:39.160Z",
1260,210123987002,1488886,DEPOSIT,"보너스 입금","2025-01-13T07:54:32.160Z",
1261,941566778003,6500,PAYMENT,"보험료 납부","2025-01-13T11:48:54.160Z",
1262,110456789001,15928,PAYMENT,"보험료 납부","2025-01-13T11:51:37.160Z",
1263,941566778003,6500,PAYMENT,"공과금 납부","2025-01-13T11:53:20.160Z",
1264,941566778003,6500,PAYMENT,"온라인 쇼핑","2025-01-13T12:15:12.160Z",
1265,941566778003,13000,WITHDRAWAL,"ATM 출금","2025-01-13T12:40:49.160Z",
1266,941566778003,6500,PAYMENT,"식비 결제","2025-01-13T12:45:30.160Z",
1267,110456789001,50688,TRANSFER,"대출이자 납부","2025-01-13T12:57:51.160Z",330111222333
1268,210123987002,2997239,DEPOSIT,"월급 입금","2025-01-14T00:29:47.160Z",
1269,880334455004,2822735,DEPOSIT,"자금 이체","2025-01-14T01:26:59.160Z",
1270,210123987002,2043962,DEPOSIT,"배당금 입금","2025-01-14T02:47:24.160Z",
1271,941566778003,13000,WITHDRAWAL,"ATM 출금","2025-01-14T02:54:33.160Z",
1272,880334455004,3564083,DEPOSIT,"보너스 입금","2025-01-14T03:25:23.160Z",
1273,210123987002,495453,WITHDRAWAL,"생활비 출금","2025-01-14T04:02:48.160Z",
1274,880334455004,1498948,DEPOSIT,"배당금 입금","2025-01-14T04:45:55.160Z",
1275,880334455004,2807927,DEPOSIT,"보너스 입금","2025-01-14T05:05:56.160Z",
1276,110456789001,350280,PAYMENT,"통신요금 납부","2025-01-14T05:26:08.160Z",
1277,941566778003,13000,WITHDRAWAL,"경조사비","2025-01-14T06:02:33.160Z",
1278,941566778003,6500,PAYMENT,"교통비 결제","2025-01-14T06:12:15.160Z",
1279,880334455004,3606961,DEPOSIT,"부업 수입","2025-01-14T06:18:17.160Z",
1280,941566778003,13000,WITHDRAWAL,"ATM 출금","2025-01-14T07:47:02.160Z",
1281,941566778003,6500,PAYMENT,"온라인 쇼핑","2025-01-14T07:54:35.160Z",
1282,880334455004,3106089,DEPOSIT,"부업 수입","2025-01-14T08:28:11.160Z",
1283,210123987002,33496,WITHDRAWAL,"경조사비","2025-01-14T09:46:19.160Z",
1284,210123987002,917096,TRANSFER,"대출이자 납부","2025-01-14T10:16:37.160Z",330111222333
1285,210123987002,669902,DEPOSIT,"보너스 입금","2025-01-14T11:06:12.160Z",
1286,210123987002,571970,WITHDRAWAL,"의료비 출금","2025-01-14T11:34:31.160Z",
1287,880334455004,2044392,DEPOSIT,"월급 입금","2025-01-14T12:08:08.160Z",
1288,110456789001,135473,PAYMENT,"온라인 쇼핑","2025-01-14T12:16:01.160Z",
1289,880334455004,822149,DEPOSIT,"부업 수입","2025-01-14T12:44:26.160Z",
1290,210123987002,1174789,TRANSFER,"대출이자 납부","2025-01-14T13:55:37.160Z",550987654321
1291,880334455004,1312100,DEPOSIT,"보너스 입금","2025-01-15T00:30:05.160Z",
1292,210123987002,1409233,DEPOSIT,"배당금 입금","2025-01-15T02:33:32.160Z",
1293,941566778003,14300,WITHDRAWAL,"ATM 출금","2025-01-15T03:04:32.160Z",
1294,880334455004,2922809,DEPOSIT,"배당금 입금","2025-01-15T03:32:55.160Z",
1295,210123987002,1561246,DEPOSIT,"부업 수입","2025-01-15T05:01:24.160Z",
1296,880334455004,4287038,DEPOSIT,"자금 이체","2025-01-15T05:03:30.160Z",
1297,210123987002,664087,TRANSFER,"적금 이체","2025-01-15T05:12:18.160Z",550987654321
1298,941566778003,14300,WITHDRAWAL,"생활비 출금","2025-01-15T05:40:13.160Z",
1299,880334455004,534003,DEPOSIT,"배당금 입금","2025-01-15T05:53:06.160Z",
1300,941566778003,7150,PAYMENT,"식비 결제","2025-01-15T06:09:19.160Z",
1301,941566778003,14300,WITHDRAWAL,"의료비 출금","2025-01-15T07:01:19.160Z",
1302,210123987002,1061723,TRANSFER,"대출이자 납부","2025-01-15T07:14:44.160Z",660555444333
1303,880334455004,2498869,DEPOSIT,"월급 입금","2025-01-15T07:20:10.160Z",
1304,210123987002,3895503,DEPOSIT,"월급 입금","2025-01-15T07:55:20.160Z",
1305,880334455004,2003629,DEPOSIT,"보너스 입금","2025-01-15T08:16:55.160Z",
1306,941566778003,7150,PAYMENT,"보험료 납부","2025-01-15T08:24:22.160Z",
1307,110456789001,1542031,DEPOSIT,"월급 입금","2025-01-15T09:36:57.160Z",
1308,210123987002,556767,WITHDRAWAL,"교육비 출금","2025-01-15T09:54:03.160Z",
1309,110456789001,1326701,TRANSFER,"친구에게 송금","2025-01-15T09:57:27.160Z",330111222333
1310,880334455004,1720916,DEPOSIT,"자금 이체","2025-01-15T10:10:31.160Z",
1311,880334455004,2451135,DEPOSIT,"부업 수입","2025-01-15T10:19:12.160Z",
1312,110456789001,65766,PAYMENT,"통신요금 납부","2025-01-15T10:52:49.160Z",
1313,880334455004,4137935,DEPOSIT,"부업 수입","2025-01-15T11:02:28.160Z",
1314,941566778003,14300,WITHDRAWAL,"생활비 출금","2025-01-15T11:26:09.160Z",
1315,941566778003,14300,WITHDRAWAL,"경조사비","2025-01-15T12:17:38.160Z",
1316,941566778003,14300,WITHDRAWAL,"경조사비","2025-01-15T12:34:28.160Z",
1317,210123987002,440565,WITHDRAWAL,"생활비 출금","2025-01-15T12:57:55.160Z",
1318,880334455004,2601667,DEPOSIT,"월급 입금","2025-01-15T13:01:23.160Z",
1319,880334455004,3381697,DEPOSIT,"월급 입금","2025-01-15T13:41:50.160Z",
1320,941566778003,14300,WITHDRAWAL,"ATM 출금","2025-01-15T13:53:58.160Z",
1321,880334455004,2926258,DEPOSIT,"자금 이체","2025-01-16T01:48:43.160Z",
1322,941566778003,15600,WITHDRAWAL,"교육비 출금","2025-01-16T03:52:13.160Z",
1323,110456789001,426949,PAYMENT,"공과금 납부","2025-01-16T04:05:06.160Z",
1324,941566778003,15600,WITHDRAWAL,"의료비 출금","2025-01-16T04:15:15.160Z",
1325,941566778003,7800,PAYMENT,"교통비 결제","2025-01-16T04:48:05.160Z",
1326,941566778003,7800,PAYMENT,"온라인 쇼핑","2025-01-16T05:13:29.160Z",
1327,941566778003,15600,WITHDRAWAL,"경조사비","2025-01-16T05:31:06.160Z",
1328,110456789001,222033,PAYMENT,"온라인 쇼핑","2025-01-16T05:32:21.160Z",
1329,880334455004,2366036,DEPOSIT,"월급 입금","2025-01-16T06:54:55.160Z",
1330,210123987002,918029,DEPOSIT,"자금 이체","2025-01-16T07:06:07.160Z",
1331,110456789001,673275,DEPOSIT,"자금 이체","2025-01-16T07:18:47.160Z",
1332,941566778003,15600,WITHDRAWAL,"교육비 출금","2025-01-16T07:20:08.160Z",
1333,880334455004,1331099,DEPOSIT,"부업 수입","2025-01-16T07:26:42.160Z",
1334,110456789001,593393,TRANSFER,"가족 송금","2025-01-16T09:21:38.160Z",660555444333
1335,210123987002,4431738,DEPOSIT,"자금 이체","2025-01-16T09:26:25.160Z",
1336,880334455004,4057103,DEPOSIT,"배당금 입금","2025-01-16T09:51:34.160Z",
1337,210123987002,25377,WITHDRAWAL,"의료비 출금","2025-01-16T10:01:00.160Z",
1338,110456789001,2133496,DEPOSIT,"자금 이체","2025-01-16T10:07:18.160Z",
1339,110456789001,3549638,DEPOSIT,"월급 입금","2025-01-16T10:14:37.160Z",
1340,880334455004,4335536,DEPOSIT,"보너스 입금","2025-01-16T11:15:13.160Z",
1341,941566778003,15600,WITHDRAWAL,"생활비 출금","2025-01-16T11:21:25.160Z",
1342,880334455004,991708,DEPOSIT,"부업 수입","2025-01-16T11:51:09.160Z",
1343,880334455004,3252260,DEPOSIT,"자금 이체","2025-01-16T12:47:21.160Z",
1344,110456789001,428498,PAYMENT,"교통비 결제","2025-01-16T13:03:27.160Z",
1345,880334455004,3310817,DEPOSIT,"월급 입금","2025-01-16T13:43:01.160Z",
1346,941566778003,16900,WITHDRAWAL,"ATM 출금","2025-01-17T00:53:22.160Z",
1347,110456789001,788343,WITHDRAWAL,"ATM 출금","2025-01-17T01:38:51.160Z",
1348,110456789001,327763,DEPOSIT,"부업 수입","2025-01-17T02:00:17.160Z",
1349,110456789001,236880,WITHDRAWAL,"생활비 출금","2025-01-17T02:15:34.160Z",
1350,210123987002,861913,TRANSFER,"적금 이체","2025-01-17T02:18:11.160Z",550987654321
1351,110456789001,3304438,DEPOSIT,"부업 수입","2025-01-17T03:31:28.160Z",
1352,880334455004,1550432,DEPOSIT,"월급 입금","2025-01-17T05:36:19.160Z",
1353,210123987002,453719,TRANSFER,"적금 이체","2025-01-17T06:06:44.160Z",550987654321
1354,210123987002,1283165,DEPOSIT,"배당금 입금","2025-01-17T06:54:03.160Z",
1355,880334455004,4430447,DEPOSIT,"부업 수입","2025-01-17T06:55:57.160Z",
1356,210123987002,618541,WITHDRAWAL,"ATM 출금","2025-01-17T07:16:21.160Z",
1357,110456789001,2208470,DEPOSIT,"자금 이체","2025-01-17T07:39:20.160Z",
1358,941566778003,8450,PAYMENT,"통신요금 납부","2025-01-17T07:46:12.160Z",
1359,110456789001,660402,WITHDRAWAL,"의료비 출금","2025-01-17T07:53:43.160Z",
1360,941566778003,8450,PAYMENT,"카드대금 결제","2025-01-17T08:03:26.160Z",
1361,210123987002,1016710,DEPOSIT,"보너스 입금","2025-01-17T08:25:01.160Z",
1362,941566778003,8450,PAYMENT,"보험료 납부","2025-01-17T08:48:30.160Z",
1363,110456789001,759526,DEPOSIT,"배당금 입금","2025-01-17T08:54:52.160Z",
1364,110456789001,539727,TRANSFER,"대출이자 납부","2025-01-17T09:25:33.160Z",330111222333
1365,110456789001,95452,PAYMENT,"공과금 납부","2025-01-17T09:54:45.160Z",
1366,941566778003,8450,PAYMENT,"카드대금 결제","2025-01-17T11:51:26.160Z",
1367,210123987002,71868,WITHDRAWAL,"생활비 출금","2025-01-17T11:54:25.160Z",
1368,210123987002,1490813,TRANSFER,"월세 이체","2025-01-17T12:07:45.160Z",660555444333
1369,110456789001,347628,PAYMENT,"보험료 납부","2025-01-17T12:35:28.160Z",
1370,210123987002,318006,WITHDRAWAL,"ATM 출금","2025-01-17T12:44:37.160Z",
1371,880334455004,1235998,DEPOSIT,"부업 수입","2025-01-17T13:10:24.160Z",
1372,880334455004,2650344,DEPOSIT,"월급 입금","2025-01-18T00:07:35.160Z",
1373,210123987002,416721,DEPOSIT,"배당금 입금","2025-01-18T00:10:11.160Z",
1374,210123987002,545201,DEPOSIT,"부업 수입","2025-01-18T00:17:14.160Z",
1375,941566778003,5005,PAYMENT,"통신요금 납부","2025-01-18T00:21:40.160Z",
1376,941566778003,14300,WITHDRAWAL,"의료비 출금","2025-01-18T01:15:14.160Z",
1377,210123987002,206983,WITHDRAWAL,"의료비 출금","2025-01-18T01:49:49.160Z",
1378,941566778003,5005,PAYMENT,"식비 결제","2025-01-18T02:34:51.160Z",
1379,880334455004,3689796,DEPOSIT,"월급 입금","2025-01-18T02:39:48.160Z",
1380,210123987002,531165,TRANSFER,"대출이자 납부","2025-01-18T02:57:24.160Z",660555444333
1381,941566778003,5005,PAYMENT,"교통비 결제","2025-01-18T03:02:05.160Z",
1382,210123987002,614099,TRANSFER,"대출이자 납부","2025-01-18T04:48:52.160Z",330111222333
1383,210123987002,1442121,DEPOSIT,"자금 이체","2025-01-18T04:57:00.160Z",
1384,210123987002,2832780,DEPOSIT,"부업 수입","2025-01-18T05:25:00.160Z",
1385,880334455004,3337995,DEPOSIT,"배당금 입금","2025-01-18T06:23:37.160Z",
1386,880334455004,835861,DEPOSIT,"부업 수입","2025-01-18T06:34:11.160Z",
1387,210123987002,474137,WITHDRAWAL,"ATM 출금","2025-01-18T08:15:01.160Z",
1388,880334455004,4206227,DEPOSIT,"배당금 입금","2025-01-18T08:51:45.160Z",
1389,210123987002,3685518,DEPOSIT,"자금 이체","2025-01-18T09:06:04.160Z",
1390,110456789001,161499,PAYMENT,"온라인 쇼핑","2025-01-18T09:13:47.160Z",
1391,880334455004,1417093,DEPOSIT,"부업 수입","2025-01-18T09:20:38.160Z",
1392,110456789001,648277,TRANSFER,"대출이자 납부","2025-01-18T09:25:24.160Z",330111222333
1393,210123987002,965897,TRANSFER,"가족 송금","2025-01-18T09:25:28.160Z",550987654321
1394,880334455004,661593,DEPOSIT,"자금 이체","2025-01-18T10:13:02.160Z",
1395,110456789001,343870,WITHDRAWAL,"의료비 출금","2025-01-18T10:22:26.160Z",
1396,210123987002,579547,TRANSFER,"적금 이체","2025-01-18T10:33:13.160Z",330111222333
1397,110456789001,968235,TRANSFER,"월세 이체","2025-01-18T10:36:14.160Z",660555444333
1398,110456789001,222249,PAYMENT,"통신요금 납부","2025-01-18T10:57:07.160Z",
1399,941566778003,14300,WITHDRAWAL,"생활비 출금","2025-01-18T11:23:33.160Z",
1400,210123987002,1140121,TRANSFER,"가족 송금","2025-01-18T12:25:22.160Z",550987654321
1401,941566778003,5005,PAYMENT,"통신요금 납부","2025-01-18T12:42:40.160Z",
1402,110456789001,942611,TRANSFER,"가족 송금","2025-01-18T13:41:54.160Z",550987654321
1403,110456789001,98198,PAYMENT,"카드대금 결제","2025-01-19T01:04:51.160Z",
1404,941566778003,3185,PAYMENT,"온라인 쇼핑","2025-01-19T01:26:21.160Z",
1405,210123987002,55502,WITHDRAWAL,"의료비 출금","2025-01-19T01:40:00.160Z",
1406,941566778003,9100,WITHDRAWAL,"생활비 출금","2025-01-19T02:20:10.160Z",
1407,941566778003,3185,PAYMENT,"통신요금 납부","2025-01-19T02:20:16.160Z",
1408,210123987002,823398,DEPOSIT,"자금 이체","2025-01-19T02:46:30.160Z",
1409,110456789001,652001,TRANSFER,"대출이자 납부","2025-01-19T03:02:56.160Z",770123456789
1410,941566778003,3185,PAYMENT,"온라인 쇼핑","2025-01-19T03:47:18.160Z",
1411,210123987002,372209,TRANSFER,"대출이자 납부","2025-01-19T04:15:56.160Z",660555444333
1412,110456789001,3525,PAYMENT,"온라인 쇼핑","2025-01-19T04:31:33.160Z",
1413,880334455004,1423405,DEPOSIT,"배당금 입금","2025-01-19T05:28:36.160Z",
1414,110456789001,40303,PAYMENT,"식비 결제","2025-01-19T05:34:59.160Z",
1415,941566778003,9100,WITHDRAWAL,"생활비 출금","2025-01-19T05:54:43.160Z",
1416,110456789001,284490,WITHDRAWAL,"교육비 출금","2025-01-19T06:37:14.160Z",
1417,880334455004,885366,DEPOSIT,"보너스 입금","2025-01-19T07:52:26.160Z",
1418,880334455004,1541931,DEPOSIT,"보너스 입금","2025-01-19T08:23:08.160Z",
1419,941566778003,9100,WITHDRAWAL,"ATM 출금","2025-01-19T11:22:26.160Z",
1420,210123987002,60299,TRANSFER,"대출이자 납부","2025-01-19T12:26:32.160Z",550987654321
1421,880334455004,1101675,DEPOSIT,"배당금 입금","2025-01-19T12:29:07.160Z",
1422,941566778003,3185,PAYMENT,"교통비 결제","2025-01-19T12:43:52.160Z",
1423,941566778003,9100,WITHDRAWAL,"의료비 출금","2025-01-19T13:19:56.160Z",
1424,210123987002,630508,TRANSFER,"적금 이체","2025-01-19T13:56:11.160Z",330111222333
1425,110456789001,66078,WITHDRAWAL,"교육비 출금","2025-01-20T01:11:10.160Z",
1426,941566778003,13000,WITHDRAWAL,"생활비 출금","2025-01-20T01:44:00.160Z",
1427,941566778003,6500,PAYMENT,"보험료 납부","2025-01-20T02:29:28.160Z",
1428,880334455004,2533166,DEPOSIT,"배당금 입금","2025-01-20T03:05:11.160Z",
1429,110456789001,592343,TRANSFER,"월세 이체","2025-01-20T03:29:21.160Z",660555444333
1430,210123987002,439331,WITHDRAWAL,"생활비 출금","2025-01-20T03:56:40.160Z",
1431,110456789001,135469,PAYMENT,"교통비 결제","2025-01-20T03:57:41.160Z",
1432,941566778003,6500,PAYMENT,"공과금 납부","2025-01-20T04:37:29.160Z",
1433,941566778003,13000,WITHDRAWAL,"ATM 출금","2025-01-20T05:55:37.160Z",
1434,210123987002,1101873,DEPOSIT,"월급 입금","2025-01-20T07:22:47.160Z",
1435,210123987002,1256772,DEPOSIT,"배당금 입금","2025-01-20T07:26:59.160Z",
1436,110456789001,12864,PAYMENT,"보험료 납부","2025-01-20T08:03:20.160Z",
1437,110456789001,3046665,DEPOSIT,"배당금 입금","2025-01-20T11:00:08.160Z",
1438,110456789001,207452,WITHDRAWAL,"ATM 출금","2025-01-20T11:11:51.160Z",
